Title,Product_link,Sub_brand,Sale_price,MRP,Discount_Amount,Discount_pct
CLEAR FACTOR SHOES,https://www.adidas.co.in/clear-factor-shoes/EX2040.html,Men Performance,1899.5,3799.0,1899.5,50.0
Adizero EVO SL Shoes,https://www.adidas.co.in/adizero-evo-sl-shoes/KI6919.html,Men Performance,15999.0,15999.0,0.0,0.0
BASENEW SHOES,https://www.adidas.co.in/basenew-shoes/IU6402.html,Men Performance,2579.5,4299.0,1719.5,40.0
Advantage Base 2.0 Shoes,https://www.adidas.co.in/advantage-base-2.0-shoes/IG9184.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
JAUNTZA SHOES,https://www.adidas.co.in/jauntza-shoes/IU7900.html,Men Sportswear,1799.5,3599.0,1799.5,50.0
FLEECEWALK SHOES,https://www.adidas.co.in/fleecewalk-shoes/IQ8955.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
ADILETTE SLIDES,https://www.adidas.co.in/adilette-slides/280647.html,Men Originals,3999.0,3999.0,0.0,0.0
CLOUDFOAM FLEX LOUNGE RAPIDFIT SHOES,https://www.adidas.co.in/cloudfoam-flex-lounge-rapidfit-shoes/HQ2569.html,Men Sportswear,6599.0,6599.0,0.0,0.0
Handball Spezial Shoes,https://www.adidas.co.in/handball-spezial-shoes/JR2121.html,Men Originals,10999.0,10999.0,0.0,0.0
Galaxy 7 Running Shoes,https://www.adidas.co.in/galaxy-7-running-shoes/ID8760.html,Men Performance,4409.5,6299.0,1889.5,30.0
ExcelCourt Eaze Sneaker,https://www.adidas.co.in/excelcourt-eaze-sneaker/JJ5870.html,Men Sportswear,1999.5,3999.0,1999.5,50.0
CLOUDFOAM FLEX LOUNGE RAPIDFIT SHOES,https://www.adidas.co.in/cloudfoam-flex-lounge-rapidfit-shoes/HQ2568.html,Men Sportswear,6599.0,6599.0,0.0,0.0
POMAZOR SHOES,https://www.adidas.co.in/pomazor-shoes/IQ9813.html,Men Sportswear,2159.5,3599.0,1439.5,40.0
Symphony Shoes,https://www.adidas.co.in/symphony-shoes/JJ5309.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
SEIZE THE STREET SHOES,https://www.adidas.co.in/seize-the-street-shoes/GA1135.html,Men Performance,2399.5,4799.0,2399.5,50.0
Adizero EVO SL Shoes,https://www.adidas.co.in/adizero-evo-sl-shoes/KI6901.html,Men Performance,15999.0,15999.0,0.0,0.0
Zapcore Running Shoes,https://www.adidas.co.in/zapcore-running-shoes/JJ5396.html,Men Performance,2399.5,4799.0,2399.5,50.0
RESTOUND SHOES,https://www.adidas.co.in/restound-shoes/IQ9119.html,Men Performance,1999.5,3999.0,1999.5,50.0
POMAZOR SHOES,https://www.adidas.co.in/pomazor-shoes/IQ9812.html,Men Sportswear,1799.5,3599.0,1799.5,50.0
CORE LINEAR IND COMFORT FLIP FLOP,https://www.adidas.co.in/core-linear-ind-comfort-flip-flop/EY3136.html,Men Sportswear,999.5,1999.0,999.5,50.0
CLOUD TEC SHOES,https://www.adidas.co.in/cloud-tec-shoes/IU6261.html,Men Performance,2499.5,4999.0,2499.5,50.0
CLOUD TEC SHOES,https://www.adidas.co.in/cloud-tec-shoes/IU6260.html,Men Performance,2499.5,4999.0,2499.5,50.0
ZAPID SHOES,https://www.adidas.co.in/zapid-shoes/IU6376.html,Men Performance,2499.5,4999.0,2499.5,50.0
HURTLE FLIP-FLOPS,https://www.adidas.co.in/hurtle-flip-flops/GA0990.html,Men Sportswear,779.5,1299.0,519.5,39.99
CLEAR FACTOR SHOES,https://www.adidas.co.in/clear-factor-shoes/EX2038.html,Men Performance,1899.5,3799.0,1899.5,50.0
Runfalcon 5 Running Shoes,https://www.adidas.co.in/runfalcon-5-running-shoes/IH7758.html,Men Performance,4619.5,6599.0,1979.5,30.0
HURTLE FLIP-FLOPS,https://www.adidas.co.in/hurtle-flip-flops/GA0994.html,Men Sportswear,649.5,1299.0,649.5,50.0
SEIZE THE STREET SHOES,https://www.adidas.co.in/seize-the-street-shoes/GA1136.html,Men Performance,2399.5,4799.0,2399.5,50.0
MISTICO FLIP-FLOPS,https://www.adidas.co.in/mistico--flip-flops/GA1050.html,Men Sportswear,779.5,1299.0,519.5,39.99
Handball Spezial Shoes,https://www.adidas.co.in/handball-spezial-shoes/IF7087.html,Men Originals,10999.0,10999.0,0.0,0.0
COPA PURE IV CLUB Firm Ground/Multi Ground Football Boots,https://www.adidas.co.in/copa-pure-iv-club-firm-ground-multi-ground-football-boots/JR6183.html,Performance,5999.0,5999.0,0.0,0.0
BASENEW SHOES,https://www.adidas.co.in/basenew-shoes/IU6404.html,Men Performance,2149.5,4299.0,2149.5,50.0
Heather Low Shoes,https://www.adidas.co.in/heather-low-shoes/JJ5305.html,Sportswear,2399.5,4799.0,2399.5,50.0
ADI RUDH SHOES,https://www.adidas.co.in/adi-rudh-shoes/EY2980.html,Men Performance,2299.5,4599.0,2299.5,50.0
CLOUDFOAM CUXXION RAPIDFIT SHOES,https://www.adidas.co.in/cloudfoam-cuxxion-rapidfit-shoes/HP3428.html,Men Sportswear,7999.0,7999.0,0.0,0.0
SAMBA OG SHOES,https://www.adidas.co.in/samba-og-shoes/IH6843.html,Men Originals,8399.5,11999.0,3599.5,30.0
Samba OG Shoes,https://www.adidas.co.in/samba-og-shoes/IE3438.html,Men Originals,10999.0,10999.0,0.0,0.0
JOLT RUNNER SHOES,https://www.adidas.co.in/jolt-runner-shoes/IU6319.html,Men Performance,2499.5,4999.0,2499.5,50.0
JAUNTZA SHOES,https://www.adidas.co.in/jauntza-shoes/IQ9796.html,Men Sportswear,2159.5,3599.0,1439.5,40.0
Italia 70s Shoes,https://www.adidas.co.in/italia-70s-shoes/JS1324.html,Men Originals,8999.0,8999.0,0.0,0.0
VAC-RUN SHOES,https://www.adidas.co.in/vac-run-shoes/IU6698.html,Men Performance,2499.5,4999.0,2499.5,50.0
CORE LINEAR STUNICON SHOES,https://www.adidas.co.in/core-linear-stunicon-shoes/EY2981.html,Men Performance,2499.5,4999.0,2499.5,50.0
Handball Spezial Shoes,https://www.adidas.co.in/handball-spezial-shoes/BD7632.html,Men Originals,7699.5,10999.0,3299.5,30.0
SL 72 RS Shoes,https://www.adidas.co.in/sl-72-rs-shoes/JI1282.html,Men Originals,5999.5,9999.0,3999.5,40.0
RAYRUN SHOES,https://www.adidas.co.in/rayrun-shoes/IQ9110.html,Men Performance,2879.5,4799.0,1919.5,40.0
COURT RAGE SHOES,https://www.adidas.co.in/court-rage-shoes/GA0943.html,Men Sportswear,2499.5,4999.0,2499.5,50.0
EXPEREO SHOES,https://www.adidas.co.in/expereo-shoes/IU6276.html,Men Performance,2799.5,5599.0,2799.5,50.0
JAPAN SHOES,https://www.adidas.co.in/japan-shoes/KK3439.html,Originals,12999.0,12999.0,0.0,0.0
Ultraboost 5 Shoes,https://www.adidas.co.in/ultraboost-5-shoes/ID8812.html,Men Performance,17999.0,17999.0,0.0,0.0
ULTRA RESPONSE SHOES,https://www.adidas.co.in/ultra-response-shoes/IQ9174.html,Men Performance,2579.5,4299.0,1719.5,40.0
STEP N PACE SHOES,https://www.adidas.co.in/step-n-pace-shoes/IQ9157.html,Men Performance,3179.5,5299.0,2119.5,40.0
SL 72 RS Shoes,https://www.adidas.co.in/sl-72-rs-shoes/JS0746.html,Men Originals,4999.5,9999.0,4999.5,50.0
AMALGO SHOES,https://www.adidas.co.in/amalgo-shoes/IU6241.html,Men Performance,2649.5,5299.0,2649.5,50.0
JAYSAW REFLECTIVE SHOES,https://www.adidas.co.in/jaysaw-reflective-shoes/GA1131.html,Men Performance,2299.5,4599.0,2299.5,50.0
ULTRA RESPONSE SHOES,https://www.adidas.co.in/ultra-response-shoes/IQ9176.html,Men Performance,2579.5,4299.0,1719.5,40.0
adidas Stridx Shoes,https://www.adidas.co.in/adidas-stridx-shoes/JJ5639.html,Men Performance,2399.5,4799.0,2399.5,50.0
JAPAN SHOES,https://www.adidas.co.in/japan-shoes/KK3438.html,Originals,12999.0,12999.0,0.0,0.0
Samba OG Shoes,https://www.adidas.co.in/samba-og-shoes/JR0881.html,Men Originals,10999.0,10999.0,0.0,0.0
LAUFEN SPEED SHOES,https://www.adidas.co.in/laufen-speed-shoes/IU6324.html,Men Performance,2649.5,5299.0,2649.5,50.0
Adilette Lite Slides,https://www.adidas.co.in/adilette-lite-slides/FU7592.html,Originals,2099.5,2999.0,899.5,29.99
JOLT RUNNER SHOES,https://www.adidas.co.in/jolt-runner-shoes/IU6320.html,Men Performance,2499.5,4999.0,2499.5,50.0
Handball Spezial Shoes,https://www.adidas.co.in/handball-spezial-shoes/JR3668.html,Men Originals,10999.0,10999.0,0.0,0.0
SUPERNOVA RISE 3 MERCEDES AMG PETRONAS F1 TEAM Shoes,https://www.adidas.co.in/supernova-rise-3-mercedes-amg-petronas-f1-team-shoes/KJ3671.html,Men Performance,11199.5,15999.0,4799.5,30.0
Runfalcon 5 Running Shoes,https://www.adidas.co.in/runfalcon-5-running-shoes/IE8812.html,Men Performance,6599.0,6599.0,0.0,0.0
ZAPID SHOES,https://www.adidas.co.in/zapid-shoes/IU6378.html,Men Performance,2999.5,4999.0,1999.5,40.0
BASENEW SHOES,https://www.adidas.co.in/basenew-shoes/IU6403.html,Men Performance,2149.5,4299.0,2149.5,50.0
Samba OG Shoes,https://www.adidas.co.in/samba-og-shoes/JR0890.html,Men Originals,11999.0,11999.0,0.0,0.0
CYBERRUN SHOES,https://www.adidas.co.in/cyberrun-shoes/IQ8896.html,Men Performance,2999.5,4999.0,1999.5,40.0
Ultraboost 20 Shoes,https://www.adidas.co.in/ultraboost-20-shoes/EF1043.html,Men Performance,9499.5,18999.0,9499.5,50.0
ZENITH FLIP-FLOPS,https://www.adidas.co.in/zenith-flip-flops/IU5993.html,Men Sportswear,799.5,1599.0,799.5,50.0
LAUFEN Speed Running Shoes,https://www.adidas.co.in/laufen-speed-running-shoes/JJ5792.html,Men Performance,2799.5,5599.0,2799.5,50.0
ZAPID SHOES,https://www.adidas.co.in/zapid-shoes/IU6377.html,Men Performance,2499.5,4999.0,2499.5,50.0
CLEAR FACTOR SHOES,https://www.adidas.co.in/clear-factor-shoes/EX2039.html,Men Performance,1799.5,3599.0,1799.5,50.0
ZAPCORE SHOES,https://www.adidas.co.in/zapcore-shoes/IU6705.html,Men Performance,2399.5,4799.0,2399.5,50.0
VL COURT BASE IKD,https://www.adidas.co.in/vl-court-base-ikd/KK7336.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
VL Court 3.0 Shoes,https://www.adidas.co.in/vl-court-3.0-shoes/JR8633.html,Men Sportswear,4199.5,6999.0,2799.5,40.0
MISTICO FLIP-FLOPS,https://www.adidas.co.in/mistico--flip-flops--/GA1047.html,Men Sportswear,649.5,1299.0,649.5,50.0
Lightblaze Shoes,https://www.adidas.co.in/lightblaze-shoes/JQ7199.html,Men Sportswear,6999.5,9999.0,2999.5,30.0
Yompzee Flip Flops,https://www.adidas.co.in/yompzee-flip-flops/KK1703.html,Men Sportswear,1399.5,1999.0,599.5,29.99
CLOUDFOAM FLEX LACES SHOES,https://www.adidas.co.in/cloudfoam-flex-laces-shoes/HQ4853.html,Men Sportswear,4999.0,4999.0,0.0,0.0
Samba XLG Shoes,https://www.adidas.co.in/samba-xlg-shoes/IE1377.html,Originals,11999.0,11999.0,0.0,0.0
GRAND COURT 3.0 SHOES,https://www.adidas.co.in/grand-court-3.0-shoes/IH1472.html,Men Sportswear,3999.5,7999.0,3999.5,50.0
Adilette Aqua Slides,https://www.adidas.co.in/adilette-aqua-slides/F35543.html,Sportswear,1999.0,1999.0,0.0,0.0
MEGARIDE F50 SHOES,https://www.adidas.co.in/megaride-f50-shoes/KJ4419.html,Originals,17999.0,17999.0,0.0,0.0
SUPERNOVA RISE 3 RUNNING SHOES,https://www.adidas.co.in/supernova-rise-3-running-shoes/JQ8502.html,Men Performance,10499.5,14999.0,4499.5,30.0
SUPERNOVA EASE 2 M RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ4336.html,Men Performance,4999.5,9999.0,4999.5,50.0
F50 CLUB Firm Ground / Multi Ground Football Boots,https://www.adidas.co.in/f50-club-firm-ground-multi-ground-football-boots/JR9053.html,Performance,5999.0,5999.0,0.0,0.0
ADILETTE COMFORT 2.0 SLIDES,https://www.adidas.co.in/adilette-comfort-2.0-slides/HQ2471.html,Sportswear,2499.5,4999.0,2499.5,50.0
SAMBA OG SHOES,https://www.adidas.co.in/samba-og-shoes/IH6818.html,Men Originals,8399.5,11999.0,3599.5,30.0
ASTOUNDRUN SHOES,https://www.adidas.co.in/astoundrun-shoes/IU6247.html,Men Performance,2149.5,4299.0,2149.5,50.0
COPA PURE IV LEAGUE Firm Ground Football Boots,https://www.adidas.co.in/copa-pure-iv-league-firm-ground-football-boots/JQ0482.html,Performance,8599.0,8599.0,0.0,0.0
Ultraboost 5 Shoes,https://www.adidas.co.in/ultraboost-5-shoes/ID8813.html,Men Performance,17999.0,17999.0,0.0,0.0
Adilette Lite Slides,https://www.adidas.co.in/adilette-lite-slides/FU8299.html,Originals,2099.5,2999.0,899.5,29.99
CLOUDFOAM FLEX RAPIDFIT SHOES,https://www.adidas.co.in/cloudfoam-flex-rapidfit-shoes/KK3482.html,Men Sportswear,4899.5,6999.0,2099.5,30.0
DUVENTO SHOES,https://www.adidas.co.in/duvento-shoes/IQ8910.html,Men Performance,2799.5,5599.0,2799.5,50.0
adilette Comfort MER Slides,https://www.adidas.co.in/adilette-comfort-mer-slides/KI6109.html,Performance,5599.0,5599.0,0.0,0.0
HANDBALL SPEZIAL SHOES,https://www.adidas.co.in/handball-spezial-shoes/IH6591.html,Men Originals,10999.0,10999.0,0.0,0.0
Yompzee Flip Flops,https://www.adidas.co.in/yompzee-flip-flops/KK1702.html,Men Sportswear,1399.5,1999.0,599.5,29.99
POMAZOR SHOES,https://www.adidas.co.in/pomazor-shoes/IQ9816.html,Men Sportswear,1799.5,3599.0,1799.5,50.0
Adilette Comfort 2.0 Spain Slides,https://www.adidas.co.in/adilette-comfort-2.0-spain-slides/JS4973.html,Sportswear,5299.0,5299.0,0.0,0.0
GRAND COURT 3.0 SHOES,https://www.adidas.co.in/grand-court-3.0-shoes/IH1476.html,Men Sportswear,3999.5,7999.0,3999.5,50.0
SUPERNOVA EASE 2 RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-running-shoes/KJ1828.html,Men Performance,6999.5,9999.0,2999.5,30.0
ADILETTE SLIDES,https://www.adidas.co.in/adilette-slides/280648.html,Men Originals,3999.0,3999.0,0.0,0.0
VS Pace 2.0 IKD Shoes,https://www.adidas.co.in/vs-pace-2.0-ikd-shoes/KK7330.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
SL 72 RS SHOES,https://www.adidas.co.in/sl-72-rs-shoes/JQ9720.html,Men Originals,6999.5,9999.0,2999.5,30.0
SL 72 RS Shoes,https://www.adidas.co.in/sl-72-rs-shoes/IG2132.html,Originals,5999.5,9999.0,3999.5,40.0
ADILETTE COMFORT 2.0 SLIDES,https://www.adidas.co.in/adilette-comfort-2.0-slides/HQ2474.html,Sportswear,2499.5,4999.0,2499.5,50.0
ADVANTAGE BASE SHOES,https://www.adidas.co.in/advantage-base-shoes/GW2064.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
Megaride S4 Shoes,https://www.adidas.co.in/megaride-s4-shoes/KK3391.html,Originals,14999.0,14999.0,0.0,0.0
Ultimashow IKD Shoes,https://www.adidas.co.in/ultimashow-ikd-shoes/KL1810.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Barreda Decode Shoes,https://www.adidas.co.in/barreda-decode-shoes/JI2318.html,Men Sportswear,6299.5,8999.0,2699.5,30.0
SL 72 RS SHOES,https://www.adidas.co.in/sl-72-rs-shoes/JQ9722.html,Men Originals,6999.5,9999.0,2999.5,30.0
ADILETTE SLIDES,https://www.adidas.co.in/adilette-slides/288022.html,Men Originals,3999.0,3999.0,0.0,0.0
Advantage Base 2.0 Shoes,https://www.adidas.co.in/advantage-base-2.0-shoes/IF4135.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
EXCELCOURT SHOES,https://www.adidas.co.in/excelcourt-shoes/GA1169.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
SAMBA OG SHOES,https://www.adidas.co.in/samba-og-shoes/IH6820.html,Men Originals,10999.0,10999.0,0.0,0.0
Astrastar Shoes,https://www.adidas.co.in/astrastar-shoes/JP5938.html,Men Sportswear,7999.0,7999.0,0.0,0.0
SUPERNOVA EASE 2 M RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ5859.html,Men Performance,4999.5,9999.0,4999.5,50.0
ULTRABOOST 1.0 SHOES,https://www.adidas.co.in/ultraboost-1.0-shoes/HQ4199.html,Men Sportswear,8999.5,17999.0,8999.5,50.0
JABBAR LO Shoes,https://www.adidas.co.in/jabbar-lo-shoes/JP8985.html,Originals,6999.5,9999.0,2999.5,30.0
Streettalk,https://www.adidas.co.in/streettalk/JP8277.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
Advantage IKD Shoes,https://www.adidas.co.in/advantage-ikd-shoes/KK7460.html,Men Sportswear,3999.5,7999.0,3999.5,50.0
Lightrun Bold 2 Shoes,https://www.adidas.co.in/lightrun-bold-2-shoes/KI6463.html,Men Performance,2399.5,4799.0,2399.5,50.0
Air-GlowRun Shoes,https://www.adidas.co.in/air-glowrun-shoes/JK3801.html,Men Performance,1999.5,3999.0,1999.5,50.0
ADIZERO EVO SL EXO Shoes,https://www.adidas.co.in/adizero-evo-sl-exo-shoes/KI4764.html,Men Performance,15999.0,15999.0,0.0,0.0
Questcrest Shoes,https://www.adidas.co.in/questcrest-shoes/JK7778.html,Men TERREX,2299.5,4599.0,2299.5,50.0
ADILETTE COMFORT AUDI REVOLUT F1 TEAM SLIDES,https://www.adidas.co.in/adilette-comfort-audi-revolut-f1-team-slides/KI6084.html,Performance,5599.0,5599.0,0.0,0.0
AeroEchoZest 2 Shoes,https://www.adidas.co.in/aeroechozest-2-shoes/KJ6779.html,Men Performance,2399.5,4799.0,2399.5,50.0
Base Switch 2 Shoes,https://www.adidas.co.in/base-switch-2-shoes/KJ9157.html,Men Performance,1999.5,3999.0,1999.5,50.0
SUPERNOVA EASE 2 RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-running-shoes/KI5032.html,Men Performance,9999.0,9999.0,0.0,0.0
SPORT INSPIRED THROB SHOES,https://www.adidas.co.in/sport-inspired-throb-shoes/CM4882.html,Men Performance,1799.5,3599.0,1799.5,50.0
LIGHTBLAZE SHOES,https://www.adidas.co.in/lightblaze-shoes/HQ9344.html,Men Sportswear,6999.5,9999.0,2999.5,30.0
EXCELCOURT SHOES,https://www.adidas.co.in/excelcourt-shoes/GA1168.html,Men Sportswear,2799.5,5599.0,2799.5,50.0
Ownthegame 3.0 Shoes,https://www.adidas.co.in/ownthegame-3.0-shoes/JR6673.html,Men Performance,6599.0,6599.0,0.0,0.0
Advantage Base 2.0 Shoes,https://www.adidas.co.in/advantage-base-2.0-shoes/IG9183.html,Men Sportswear,3299.5,6599.0,3299.5,50.0
Basenew 2 Shoes,https://www.adidas.co.in/basenew-2-shoes/KJ9136.html,Men Performance,2149.5,4299.0,2149.5,50.0
Ownthegame 3.0 Shoes,https://www.adidas.co.in/ownthegame-3.0-shoes/JS2171.html,Men Performance,4619.5,6599.0,1979.5,30.0
Advantage IKD Shoes,https://www.adidas.co.in/advantage-ikd-shoes/KK7472.html,Men Sportswear,3999.5,7999.0,3999.5,50.0
SUPERNOVA EASE 2 M RUNNING SHOES,https://www.adidas.co.in/supernova-ease-2-m-running-shoes/JQ4335.html,Men Performance,4999.5,9999.0,4999.5,50.0
F50 League Firm Ground / Multi Ground Football Boots,https://www.adidas.co.in/f50-league-firm-ground-multi-ground-football-boots/JR8992.html,Performance,8999.0,8999.0,0.0,0.0
MASTER GLIDE SHOES,https://www.adidas.co.in/master-glide-shoes/GB2494.html,Men Performance,2299.5,4599.0,2299.5,50.0
Basic Run-Lines Shoes,https://www.adidas.co.in/basic-run-lines-shoes/JK7174.html,Men Performance,1999.5,3999.0,1999.5,50.0
Samba OG Shoes,https://www.adidas.co.in/samba-og-shoes/JR0883.html,Men Originals,7699.5,10999.0,3299.5,30.0
COSET II SLIPPERS,https://www.adidas.co.in/coset-ii-slippers/EW2178.html,Men Sportswear,999.5,1999.0,999.5,50.0
Cush-App Shoes,https://www.adidas.co.in/cush-app-shoes/JK8258.html,Men Sportswear,1799.5,3599.0,1799.5,50.0
AeroEchoZest 2 Shoes,https://www.adidas.co.in/aeroechozest-2-shoes/KJ6780.html,Men Performance,2399.5,4799.0,2399.5,50.0
PREDATOR ELITE Fold-Over Tongue Firm Ground Football Boots,https://www.adidas.co.in/predator-elite-fold-over-tongue-firm-ground-football-boots/JS0378.html,Performance,19599.5,27999.0,8399.5,30.0
Aero Turbo Thrive Shoes,https://www.adidas.co.in/aero-turbo-thrive-shoes/KJ6782.html,Men Performance,2649.5,5299.0,2649.5,50.0
VS Pace 2.0 IKD Shoes,https://www.adidas.co.in/vs-pace-2.0-ikd-shoes/KK7329.html,Men Sportswear,2999.5,5999.0,2999.5,50.0
Tokyo Shoes,https://www.adidas.co.in/tokyo-shoes/JQ0597.html,Originals,9999.0,9999.0,0.0,0.0
Adilette Lite Slides,https://www.adidas.co.in/adilette-lite-slides/FU8298.html,Originals,2999.0,2999.0,0.0,0.0
F50 LEAGUE Firm Ground / Multi Ground Football Boots,https://www.adidas.co.in/f50-league-firm-ground-multi-ground-football-boots/JR8989.html,Performance,8999.0,8999.0,0.0,0.0
Flaze Mode Shoes,https://www.adidas.co.in/flaze-mode-shoes/KJ9233.html,Men Performance,2499.5,4999.0,2499.5,50.0
